S.No,CPU-0,CPU-1,CPU-2,CPU-3,CPU-4,CPU-5,CPU-6,CPU-7,CPU-8
242,36.65,13.01,0.0,0.0,0.0,0.0,16.99,12.12
243,21.41,27.22,0.0,0.0,6.63,0.0,17.22,9.58
244,24.34,29.61,1.42,0.0,0.0,0.0,13.83,12.56
245,35.55,18.76,0.0,0.0,5.91,0.0,16.55,3.72
246,23.94,19.52,0.0,0.0,0.0,0.0,12.49,21.37
247,28.24,1.59,0.0,0.0,9.5,0.0,25.72,14.35
248,33.61,25.8,8.95,0.0,0.0,0.0,8.48,12.66
249,29.16,22.63,0.0,0.0,12.77,0.0,17.42,3.42
250,32.24,32.52,9.72,0.0,0.12,0.0,5.72,10.15
251,30.23,11.14,13.33,0.03,16.93,0.03,9.4,7.75
252,37.32,0.41,30.59,0.02,6.47,0.02,7.12,6.6
253,27.41,4.63,27.4,0.01,7.59,0.01,9.94,9.79
254,29.52,36.5,0.01,0.01,0.1,0.01,7.84,15.31
255,36.23,23.43,3.24,0.0,12.48,0.0,7.97,5.0
256,29.34,20.3,0.0,0.0,12.87,0.0,16.32,7.19
257,32.03,21.06,0.03,0.0,13.82,0.0,10.72,7.13
258,30.75,24.67,0.04,0.0,0.27,0.0,9.94,17.33
259,36.39,9.37,15.33,0.0,8.28,0.0,12.7,8.42
260,33.36,0.0,15.19,0.0,12.13,0.0,9.83,13.73
261,26.58,0.01,36.76,0.01,0.01,0.01,9.72,14.74
262,34.42,0.05,25.38,0.01,12.29,0.01,9.01,5.99
263,25.7,10.3,32.46,0.0,4.84,0.0,9.66,7.3
264,33.39,31.97,0.34,0.0,0.0,0.0,9.53,12.51
265,31.71,20.19,0.0,0.0,0.29,0.0,13.76,18.44
266,38.32,18.62,0.0,0.0,3.84,0.0,9.81,14.38
267,22.91,53.67,0.61,0.0,2.05,0.0,8.56,5.9
268,30.96,28.44,0.0,0.0,0.0,0.0,12.51,14.91
269,31.03,39.79,0.04,0.0,9.36,0.0,5.42,4.53
270,32.86,22.79,0.01,0.0,6.01,0.0,7.2,16.47
271,24.72,25.1,0.0,0.0,13.04,0.0,14.83,8.33
272,29.91,16.57,0.0,0.0,3.24,0.0,20.39,13.86
273,31.58,32.0,0.0,0.0,9.2,0.0,7.21,7.53
274,30.0,36.94,0.29,0.0,0.0,0.0,8.88,11.6
275,27.58,16.82,0.0,0.0,17.76,0.0,19.21,6.37
276,29.31,26.13,6.93,0.02,0.36,0.02,11.55,13.24
277,30.82,8.28,17.45,0.02,14.73,0.02,8.38,8.07
278,31.04,0.04,31.57,0.0,0.0,0.0,8.63,15.09
279,28.44,0.0,27.5,0.0,14.26,0.0,11.01,9.84
280,30.93,0.0,14.39,0.0,15.96,0.0,17.29,5.9
281,24.45,0.0,20.24,0.01,20.55,0.01,11.67,3.65
282,42.31,0.63,22.46,0.0,4.62,0.01,11.9,8.64
283,28.5,0.01,27.75,0.01,3.47,0.01,25.66,4.72
284,30.18,9.3,3.42,0.01,16.27,0.02,10.04,13.85
285,31.33,36.35,0.02,0.01,0.01,0.01,7.57,8.9
286,36.74,24.04,0.01,0.02,0.02,0.02,12.52,17.29
287,30.25,42.88,5.91,0.0,2.03,0.0,8.83,5.57
288,40.12,20.32,3.49,0.0,0.22,0.0,6.75,14.69
